Light,Intensity,Rep,StartDate,EmergeDate,Sex,Initials,DaystoEmerge
LED,200,5,7/19/2024,7/29/2024,F,"EP,KD",10
LED,200,5,7/19/2024,7/29/2024,F,"EP,KD",10
LED,200,6,7/19/2024,7/29/2024,F,"EP,KD",10
LED,200,6,7/19/2024,7/29/2024,F,"EP,KD",10
LED,200,6,7/19/2024,7/29/2024,F,"EP,KD",10
HPS,10,1,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,10,1,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,10,1,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,10,1,7/19/2024,7/29/2024,F,"EP,KD",10
HPS,10,1,7/19/2024,7/29/2024,F,"EP,KD",10
HPS,10,2,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,10,2,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,10,2,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,10,2,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,10,3,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,10,3,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,10,3,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,10,3,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,10,3,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,10,3,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,10,4,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,10,4,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,10,5,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,10,5,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,10,5,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,10,5,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,10,5,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,10,6,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,10,6,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,10,2,7/19/2024,7/29/2024,F,"EP,KD",10
HPS,10,3,7/19/2024,7/29/2024,F,"EP,KD",10
HPS,10,3,7/19/2024,7/29/2024,F,"EP,KD",10
HPS,10,3,7/19/2024,7/29/2024,F,"EP,KD",10
HPS,10,4,7/19/2024,7/29/2024,F,"EP,KD",10
HPS,10,4,7/19/2024,7/29/2024,F,"EP,KD",10
HPS,10,5,7/19/2024,7/29/2024,F,"EP,KD",10
HPS,10,5,7/19/2024,7/29/2024,F,"EP,KD",10
HPS,10,6,7/19/2024,7/29/2024,F,"EP,KD",10
HPS,10,6,7/19/2024,7/29/2024,F,"EP,KD",10
HPS,10,6,7/19/2024,7/29/2024,F,"EP,KD",10
HPS,30,1,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,30,1,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,30,1,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,30,1,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,30,1,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,30,1,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,30,2,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,30,2,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,30,2,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,30,3,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,30,3,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,30,3,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,30,3,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,30,3,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,30,3,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,30,4,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,30,4,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,30,5,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,30,5,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,30,5,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,30,6,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,30,6,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,30,6,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,30,6,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,30,6,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,30,1,7/19/2024,7/29/2024,F,"EP,KD",10
HPS,30,2,7/19/2024,7/29/2024,F,"EP,KD",10
HPS,30,2,7/19/2024,7/29/2024,F,"EP,KD",10
HPS,30,3,7/19/2024,7/29/2024,F,"EP,KD",10
HPS,30,4,7/19/2024,7/29/2024,F,"EP,KD",10
HPS,30,5,7/19/2024,7/29/2024,F,"EP,KD",10
HPS,30,6,7/19/2024,7/29/2024,F,"EP,KD",10
HPS,30,6,7/19/2024,7/29/2024,F,"EP,KD",10
HPS,60,1,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,60,1,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,60,1,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,60,1,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,60,1,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,60,2,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,60,2,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,60,2,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,60,2,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,60,3,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,60,4,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,60,4,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,60,4,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,60,4,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,60,4,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,60,5,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,60,5,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,60,5,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,60,5,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,60,6,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,60,6,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,60,6,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,60,6,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,60,6,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,60,1,7/19/2024,7/29/2024,F,"EP,KD",10
HPS,60,1,7/19/2024,7/29/2024,F,"EP,KD",10
HPS,60,1,7/19/2024,7/29/2024,F,"EP,KD",10
HPS,60,2,7/19/2024,7/29/2024,F,"EP,KD",10
HPS,60,2,7/19/2024,7/29/2024,F,"EP,KD",10
HPS,60,2,7/19/2024,7/29/2024,F,"EP,KD",10
HPS,60,3,7/19/2024,7/29/2024,F,"EP,KD",10
HPS,60,5,7/19/2024,7/29/2024,F,"EP,KD",10
HPS,60,6,7/19/2024,7/29/2024,F,"EP,KD",10
HPS,100,1,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,100,1,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,100,1,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,100,2,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,100,2,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,100,2,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,100,2,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,100,3,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,100,3,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,100,3,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,100,4,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,100,4,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,100,4,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,100,4,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,100,4,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,100,5,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,100,5,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,100,5,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,100,5,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,100,5,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,100,6,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,100,6,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,100,6,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,100,6,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,100,1,7/19/2024,7/29/2024,F,"EP,KD",10
HPS,100,1,7/19/2024,7/29/2024,F,"EP,KD",10
HPS,100,1,7/19/2024,7/29/2024,F,"EP,KD",10
HPS,100,2,7/19/2024,7/29/2024,F,"EP,KD",10
HPS,100,2,7/19/2024,7/29/2024,F,"EP,KD",10
HPS,100,2,7/19/2024,7/29/2024,F,"EP,KD",10
HPS,100,3,7/19/2024,7/29/2024,F,"EP,KD",10
HPS,100,3,7/19/2024,7/29/2024,F,"EP,KD",10
HPS,100,3,7/19/2024,7/29/2024,F,"EP,KD",10
HPS,100,3,7/19/2024,7/29/2024,F,"EP,KD",10
HPS,100,4,7/19/2024,7/29/2024,F,"EP,KD",10
HPS,100,4,7/19/2024,7/29/2024,F,"EP,KD",10
HPS,100,5,7/19/2024,7/29/2024,F,"EP,KD",10
HPS,100,5,7/19/2024,7/29/2024,F,"EP,KD",10
HPS,100,6,7/19/2024,7/29/2024,F,"EP,KD",10
HPS,100,6,7/19/2024,7/29/2024,F,"EP,KD",10
HPS,100,6,7/19/2024,7/29/2024,F,"EP,KD",10
HPS,200,1,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,200,1,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,200,2,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,200,2,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,200,2,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,200,2,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,200,2,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,200,2,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,200,3,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,200,3,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,200,3,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,200,3,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,200,4,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,200,4,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,200,4,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,200,4,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,200,5,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,200,5,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,200,5,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,200,6,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,200,6,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,200,6,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,200,6,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,200,6,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,200,6,7/19/2024,7/29/2024,M,"EP,KD",10
HPS,200,1,7/19/2024,7/29/2024,F,"EP,KD",10
HPS,200,2,7/19/2024,7/29/2024,F,"EP,KD",10
HPS,200,2,7/19/2024,7/29/2024,F,"EP,KD",10
HPS,200,2,7/19/2024,7/29/2024,F,"EP,KD",10
HPS,200,3,7/19/2024,7/29/2024,F,"EP,KD",10
HPS,200,3,7/19/2024,7/29/2024,F,"EP,KD",10
HPS,200,4,7/19/2024,7/29/2024,F,"EP,KD",10
HPS,200,4,7/19/2024,7/29/2024,F,"EP,KD",10
HPS,200,5,7/19/2024,7/29/2024,F,"EP,KD",10
HPS,200,6,7/19/2024,7/29/2024,F,"EP,KD",10
HPS,200,6,7/19/2024,7/29/2024,F,"EP,KD",10
HPS,200,6,7/19/2024,7/29/2024,F,"EP,KD",10
Control,0,2,7/19/2024,7/30/2024,M,"EP,KD",11
Control,0,3,7/19/2024,7/30/2024,M,"EP,KD",11
Control,0,3,7/19/2024,7/30/2024,M,"EP,KD",11
Control,0,3,7/19/2024,7/30/2024,M,"EP,KD",11
Control,0,4,7/19/2024,7/30/2024,M,"EP,KD",11
Control,0,5,7/19/2024,7/30/2024,M,"EP,KD",11
Control,0,5,7/19/2024,7/30/2024,M,"EP,KD",11
Control,0,5,7/19/2024,7/30/2024,M,"EP,KD",11
Control,0,1,7/19/2024,7/30/2024,F,"EP,KD",11
Control,0,1,7/19/2024,7/30/2024,F,"EP,KD",11
Control,0,1,7/19/2024,7/30/2024,F,"EP,KD",11
Control,0,1,7/19/2024,7/30/2024,F,"EP,KD",11
Control,0,2,7/19/2024,7/30/2024,F,"EP,KD",11
Control,0,2,7/19/2024,7/30/2024,F,"EP,KD",11
Control,0,2,7/19/2024,7/30/2024,F,"EP,KD",11
Control,0,2,7/19/2024,7/30/2024,F,"EP,KD",11
Control,0,2,7/19/2024,7/30/2024,F,"EP,KD",11
Control,0,2,7/19/2024,7/30/2024,F,"EP,KD",11
Control,0,3,7/19/2024,7/30/2024,F,"EP,KD",11
Control,0,4,7/19/2024,7/30/2024,F,"EP,KD",11
Control,0,4,7/19/2024,7/30/2024,F,"EP,KD",11
Control,0,5,7/19/2024,7/30/2024,F,"EP,KD",11
Control,0,5,7/19/2024,7/30/2024,F,"EP,KD",11
Control,0,6,7/19/2024,7/30/2024,F,"EP,KD",11
Control,0,6,7/19/2024,7/30/2024,F,"EP,KD",11
Control,0,6,7/19/2024,7/30/2024,F,"EP,KD",11
Control,0,6,7/19/2024,7/30/2024,F,"EP,KD",11
LED,10,1,7/19/2024,7/30/2024,M,"EP,KD",11
LED,10,1,7/19/2024,7/30/2024,M,"EP,KD",11
LED,10,1,7/19/2024,7/30/2024,F,"EP,KD",11
LED,10,2,7/19/2024,7/30/2024,F,"EP,KD",11
LED,10,2,7/19/2024,7/30/2024,F,"EP,KD",11
LED,10,3,7/19/2024,7/30/2024,F,"EP,KD",11
LED,10,3,7/19/2024,7/30/2024,F,"EP,KD",11
LED,10,3,7/19/2024,7/30/2024,F,"EP,KD",11
LED,10,3,7/19/2024,7/30/2024,F,"EP,KD",11
LED,10,3,7/19/2024,7/30/2024,F,"EP,KD",11
LED,10,3,7/19/2024,7/30/2024,F,"EP,KD",11
LED,10,4,7/19/2024,7/30/2024,F,"EP,KD",11
LED,10,4,7/19/2024,7/30/2024,F,"EP,KD",11
LED,10,4,7/19/2024,7/30/2024,F,"EP,KD",11
LED,10,4,7/19/2024,7/30/2024,F,"EP,KD",11
LED,10,5,7/19/2024,7/30/2024,F,"EP,KD",11
LED,10,5,7/19/2024,7/30/2024,F,"EP,KD",11
LED,10,5,7/19/2024,7/30/2024,F,"EP,KD",11
LED,10,6,7/19/2024,7/30/2024,F,"EP,KD",11
LED,10,6,7/19/2024,7/30/2024,F,"EP,KD",11
LED,10,6,7/19/2024,7/30/2024,F,"EP,KD",11
LED,10,6,7/19/2024,7/30/2024,F,"EP,KD",11
LED,10,6,7/19/2024,7/30/2024,F,"EP,KD",11
LED,10,6,7/19/2024,7/30/2024,F,"EP,KD",11
LED,30,1,7/19/2024,7/30/2024,M,"EP,KD",11
LED,30,3,7/19/2024,7/30/2024,M,"EP,KD",11
LED,30,6,7/19/2024,7/30/2024,M,"EP,KD",11
LED,30,1,7/19/2024,7/30/2024,F,"EP,KD",11
LED,30,1,7/19/2024,7/30/2024,F,"EP,KD",11
LED,30,1,7/19/2024,7/30/2024,F,"EP,KD",11
LED,30,1,7/19/2024,7/30/2024,F,"EP,KD",11
LED,30,1,7/19/2024,7/30/2024,F,"EP,KD",11
LED,30,1,7/19/2024,7/30/2024,F,"EP,KD",11
LED,30,2,7/19/2024,7/30/2024,F,"EP,KD",11
LED,30,2,7/19/2024,7/30/2024,F,"EP,KD",11
LED,30,3,7/19/2024,7/30/2024,F,"EP,KD",11
LED,30,3,7/19/2024,7/30/2024,F,"EP,KD",11
LED,30,3,7/19/2024,7/30/2024,F,"EP,KD",11
LED,30,3,7/19/2024,7/30/2024,F,"EP,KD",11
LED,30,3,7/19/2024,7/30/2024,F,"EP,KD",11
LED,30,4,7/19/2024,7/30/2024,F,"EP,KD",11
LED,30,4,7/19/2024,7/30/2024,F,"EP,KD",11
LED,30,5,7/19/2024,7/30/2024,F,"EP,KD",11
LED,30,6,7/19/2024,7/30/2024,F,"EP,KD",11
LED,30,6,7/19/2024,7/30/2024,F,"EP,KD",11
LED,30,6,7/19/2024,7/30/2024,F,"EP,KD",11
LED,30,6,7/19/2024,7/30/2024,F,"EP,KD",11
LED,60,1,7/19/2024,7/30/2024,M,"EP,KD",11
LED,60,2,7/19/2024,7/30/2024,M,"EP,KD",11
LED,60,3,7/19/2024,7/30/2024,M,"EP,KD",11
LED,60,3,7/19/2024,7/30/2024,M,"EP,KD",11
LED,60,4,7/19/2024,7/30/2024,M,"EP,KD",11
LED,60,1,7/19/2024,7/30/2024,F,"EP,KD",11
LED,60,2,7/19/2024,7/30/2024,F,"EP,KD",11
LED,60,2,7/19/2024,7/30/2024,F,"EP,KD",11
LED,60,2,7/19/2024,7/30/2024,F,"EP,KD",11
LED,60,2,7/19/2024,7/30/2024,F,"EP,KD",11
LED,60,4,7/19/2024,7/30/2024,F,"EP,KD",11
LED,60,4,7/19/2024,7/30/2024,F,"EP,KD",11
LED,60,4,7/19/2024,7/30/2024,F,"EP,KD",11
LED,60,5,7/19/2024,7/30/2024,F,"EP,KD",11
LED,60,5,7/19/2024,7/30/2024,F,"EP,KD",11
LED,60,6,7/19/2024,7/30/2024,F,"EP,KD",11
LED,60,6,7/19/2024,7/30/2024,F,"EP,KD",11
LED,60,6,7/19/2024,7/30/2024,F,"EP,KD",11
LED,100,1,7/19/2024,7/30/2024,M,"EP,KD",11
LED,100,1,7/19/2024,7/30/2024,M,"EP,KD",11
LED,100,4,7/19/2024,7/30/2024,M,"EP,KD",11
LED,100,4,7/19/2024,7/30/2024,M,"EP,KD",11
LED,100,5,7/19/2024,7/30/2024,M,"EP,KD",11
LED,100,6,7/19/2024,7/30/2024,M,"EP,KD",11
LED,100,6,7/19/2024,7/30/2024,M,"EP,KD",11
LED,100,1,7/19/2024,7/30/2024,F,"EP,KD",11
LED,100,1,7/19/2024,7/30/2024,F,"EP,KD",11
LED,100,2,7/19/2024,7/30/2024,F,"EP,KD",11
LED,100,3,7/19/2024,7/30/2024,F,"EP,KD",11
LED,100,4,7/19/2024,7/30/2024,F,"EP,KD",11
LED,100,5,7/19/2024,7/30/2024,F,"EP,KD",11
LED,100,5,7/19/2024,7/30/2024,F,"EP,KD",11
LED,200,1,7/19/2024,7/30/2024,M,"EP,KD",11
LED,200,1,7/19/2024,7/30/2024,M,"EP,KD",11
LED,200,1,7/19/2024,7/30/2024,M,"EP,KD",11
LED,200,3,7/19/2024,7/30/2024,M,"EP,KD",11
LED,200,3,7/19/2024,7/30/2024,M,"EP,KD",11
LED,200,5,7/19/2024,7/30/2024,M,"EP,KD",11
LED,200,1,7/19/2024,7/30/2024,F,"EP,KD",11
LED,200,1,7/19/2024,7/30/2024,F,"EP,KD",11
LED,200,1,7/19/2024,7/30/2024,F,"EP,KD",11
LED,200,2,7/19/2024,7/30/2024,F,"EP,KD",11
LED,200,3,7/19/2024,7/30/2024,F,"EP,KD",11
LED,200,4,7/19/2024,7/30/2024,F,"EP,KD",11
LED,200,4,7/19/2024,7/30/2024,F,"EP,KD",11
LED,200,4,7/19/2024,7/30/2024,F,"EP,KD",11
LED,200,4,7/19/2024,7/30/2024,F,"EP,KD",11
LED,200,4,7/19/2024,7/30/2024,F,"EP,KD",11
LED,200,4,7/19/2024,7/30/2024,F,"EP,KD",11
LED,200,5,7/19/2024,7/30/2024,F,"EP,KD",11
LED,200,5,7/19/2024,7/30/2024,F,"EP,KD",11
LED,200,5,7/19/2024,7/30/2024,F,"EP,KD",11
LED,200,5,7/19/2024,7/30/2024,F,"EP,KD",11
LED,200,6,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,10,1,7/19/2024,7/30/2024,M,"EP,KD",11
HPS,10,1,7/19/2024,7/30/2024,M,"EP,KD",11
HPS,10,1,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,10,1,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,10,1,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,10,2,7/19/2024,7/30/2024,M,"EP,KD",11
HPS,10,2,7/19/2024,7/30/2024,M,"EP,KD",11
HPS,10,3,7/19/2024,7/30/2024,M,"EP,KD",11
HPS,10,5,7/19/2024,7/30/2024,M,"EP,KD",11
HPS,10,2,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,10,2,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,10,2,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,10,2,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,10,4,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,10,4,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,10,4,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,10,6,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,10,6,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,10,6,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,30,1,7/19/2024,7/30/2024,M,"EP,KD",11
HPS,30,1,7/19/2024,7/30/2024,M,"EP,KD",11
HPS,30,3,7/19/2024,7/30/2024,M,"EP,KD",11
HPS,30,5,7/19/2024,7/30/2024,M,"EP,KD",11
HPS,30,5,7/19/2024,7/30/2024,M,"EP,KD",11
HPS,30,6,7/19/2024,7/30/2024,M,"EP,KD",11
HPS,30,1,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,30,1,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,30,1,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,30,2,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,30,2,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,30,2,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,30,2,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,30,2,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,30,2,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,30,3,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,30,3,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,30,3,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,30,3,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,30,4,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,30,4,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,30,5,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,30,5,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,30,5,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,30,6,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,30,6,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,30,6,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,60,1,7/19/2024,7/30/2024,M,"EP,KD",11
HPS,60,2,7/19/2024,7/30/2024,M,"EP,KD",11
HPS,60,2,7/19/2024,7/30/2024,M,"EP,KD",11
HPS,60,4,7/19/2024,7/30/2024,M,"EP,KD",11
HPS,60,1,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,60,1,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,60,1,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,60,1,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,60,2,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,60,2,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,60,2,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,60,2,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,60,3,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,60,3,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,60,3,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,60,4,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,60,4,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,60,4,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,60,4,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,60,5,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,60,5,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,60,6,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,100,3,7/19/2024,7/30/2024,M,"EP,KD",11
HPS,100,4,7/19/2024,7/30/2024,M,"EP,KD",11
HPS,100,6,7/19/2024,7/30/2024,M,"EP,KD",11
HPS,100,1,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,100,1,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,100,2,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,100,2,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,100,4,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,100,4,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,100,4,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,100,5,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,100,5,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,100,5,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,100,6,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,100,6,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,100,6,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,200,5,7/19/2024,7/30/2024,M,"EP,KD",11
HPS,200,5,7/19/2024,7/30/2024,M,"EP,KD",11
HPS,200,1,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,200,1,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,200,1,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,200,1,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,200,1,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,200,1,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,200,2,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,200,2,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,200,2,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,200,3,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,200,3,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,200,3,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,200,3,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,200,4,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,200,4,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,200,4,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,200,4,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,200,4,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,200,5,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,200,6,7/19/2024,7/30/2024,F,"EP,KD",11
HPS,200,6,7/19/2024,7/30/2024,F,"EP,KD",11
Control,0,2,7/19/2024,7/31/2024,M,"EP,KD",12
Control,0,4,7/19/2024,7/31/2024,M,"EP,KD",12
Control,0,5,7/19/2024,7/31/2024,M,"EP,KD",12
Control,0,1,7/19/2024,7/31/2024,F,"EP,KD",12
Control,0,1,7/19/2024,7/31/2024,F,"EP,KD",12
Control,0,1,7/19/2024,7/31/2024,F,"EP,KD",12
Control,0,1,7/19/2024,7/31/2024,F,"EP,KD",12
Control,0,1,7/19/2024,7/31/2024,F,"EP,KD",12
