Light,Intensity,Rep,StartDate,DatetoPupate,DaystoPupate,Initials
HPS,30,6,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,30,6,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,60,1,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,60,1,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,60,1,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,60,1,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,60,1,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,60,1,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,60,2,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,60,2,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,60,2,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,60,2,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,60,2,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,60,2,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,60,2,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,60,2,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,60,3,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,60,3,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,60,3,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,60,3,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,60,3,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,60,3,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,60,3,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,60,4,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,60,4,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,60,4,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,60,4,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,60,4,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,60,4,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,60,4,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,60,5,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,60,5,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,60,5,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,60,5,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,60,5,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,60,6,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,60,6,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,60,6,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,60,6,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,60,6,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,60,6,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,60,6,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,60,6,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,60,6,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,60,6,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,60,6,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,100,1,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,100,1,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,100,1,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,100,1,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,100,1,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,100,1,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,100,1,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,100,1,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,100,1,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,100,1,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,100,2,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,100,2,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,100,2,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,100,2,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,100,2,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,100,2,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,100,2,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,100,2,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,100,2,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,100,2,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,100,3,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,100,3,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,100,3,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,100,3,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,100,3,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,100,3,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,100,3,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,100,3,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,100,3,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,100,4,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,100,4,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,100,4,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,100,4,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,100,4,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,100,4,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,100,4,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,100,4,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,100,5,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,100,5,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,100,5,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,100,5,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,100,5,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,100,5,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,100,5,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,100,5,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,100,5,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,100,5,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,100,5,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,100,6,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,100,6,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,100,6,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,100,6,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,100,6,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,100,6,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,100,6,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,100,6,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,100,6,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,100,6,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,200,1,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,200,1,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,200,1,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,200,1,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,200,2,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,200,2,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,200,2,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,200,2,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,200,2,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,200,2,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,200,2,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,200,2,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,200,2,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,200,2,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,200,3,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,200,3,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,200,3,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,200,3,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,200,3,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,200,3,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,200,4,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,200,4,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,200,4,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,200,4,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,200,4,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,200,4,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,200,5,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,200,5,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,200,5,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,200,5,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,200,5,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,200,5,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,200,6,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,200,6,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,200,6,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,200,6,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,200,6,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,200,6,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,200,6,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,200,6,7/19/2024,7/26/2024,7,"KD,MU,EP"
HPS,200,6,7/19/2024,7/26/2024,7,"KD,MU,EP"
Control,0,1,7/19/2024,7/27/2024,8,"LJ,KD"
Control,0,1,7/19/2024,7/27/2024,8,"LJ,KD"
Control,0,2,7/19/2024,7/27/2024,8,"LJ,KD"
Control,0,2,7/19/2024,7/27/2024,8,"LJ,KD"
Control,0,2,7/19/2024,7/27/2024,8,"LJ,KD"
Control,0,2,7/19/2024,7/27/2024,8,"LJ,KD"
Control,0,2,7/19/2024,7/27/2024,8,"LJ,KD"
Control,0,2,7/19/2024,7/27/2024,8,"LJ,KD"
Control,0,2,7/19/2024,7/27/2024,8,"LJ,KD"
Control,0,3,7/19/2024,7/27/2024,8,"LJ,KD"
Control,0,3,7/19/2024,7/27/2024,8,"LJ,KD"
Control,0,3,7/19/2024,7/27/2024,8,"LJ,KD"
Control,0,3,7/19/2024,7/27/2024,8,"LJ,KD"
Control,0,4,7/19/2024,7/27/2024,8,"LJ,KD"
Control,0,4,7/19/2024,7/27/2024,8,"LJ,KD"
Control,0,4,7/19/2024,7/27/2024,8,"LJ,KD"
Control,0,5,7/19/2024,7/27/2024,8,"LJ,KD"
Control,0,5,7/19/2024,7/27/2024,8,"LJ,KD"
Control,0,5,7/19/2024,7/27/2024,8,"LJ,KD"
Control,0,5,7/19/2024,7/27/2024,8,"LJ,KD"
Control,0,5,7/19/2024,7/27/2024,8,"LJ,KD"
Control,0,6,7/19/2024,7/27/2024,8,"LJ,KD"
Control,0,6,7/19/2024,7/27/2024,8,"LJ,KD"
Control,0,6,7/19/2024,7/27/2024,8,"LJ,KD"
LED,10,1,7/19/2024,7/27/2024,8,"LJ,KD"
LED,10,1,7/19/2024,7/27/2024,8,"LJ,KD"
LED,10,1,7/19/2024,7/27/2024,8,"LJ,KD"
LED,10,2,7/19/2024,7/27/2024,8,"LJ,KD"
LED,10,2,7/19/2024,7/27/2024,8,"LJ,KD"
LED,10,2,7/19/2024,7/27/2024,8,"LJ,KD"
LED,10,2,7/19/2024,7/27/2024,8,"LJ,KD"
LED,10,3,7/19/2024,7/27/2024,8,"LJ,KD"
LED,10,3,7/19/2024,7/27/2024,8,"LJ,KD"
LED,10,3,7/19/2024,7/27/2024,8,"LJ,KD"
LED,10,3,7/19/2024,7/27/2024,8,"LJ,KD"
LED,10,4,7/19/2024,7/27/2024,8,"LJ,KD"
LED,10,4,7/19/2024,7/27/2024,8,"LJ,KD"
LED,10,4,7/19/2024,7/27/2024,8,"LJ,KD"
LED,10,4,7/19/2024,7/27/2024,8,"LJ,KD"
LED,10,4,7/19/2024,7/27/2024,8,"LJ,KD"
LED,10,5,7/19/2024,7/27/2024,8,"LJ,KD"
LED,10,5,7/19/2024,7/27/2024,8,"LJ,KD"
LED,10,6,7/19/2024,7/27/2024,8,"LJ,KD"
LED,10,6,7/19/2024,7/27/2024,8,"LJ,KD"
LED,10,6,7/19/2024,7/27/2024,8,"LJ,KD"
LED,10,6,7/19/2024,7/27/2024,8,"LJ,KD"
LED,10,6,7/19/2024,7/27/2024,8,"LJ,KD"
LED,10,6,7/19/2024,7/27/2024,8,"LJ,KD"
LED,10,6,7/19/2024,7/27/2024,8,"LJ,KD"
LED,10,6,7/19/2024,7/27/2024,8,"LJ,KD"
LED,30,1,7/19/2024,7/27/2024,8,"LJ,KD"
LED,30,1,7/19/2024,7/27/2024,8,"LJ,KD"
LED,30,1,7/19/2024,7/27/2024,8,"LJ,KD"
LED,30,1,7/19/2024,7/27/2024,8,"LJ,KD"
LED,30,1,7/19/2024,7/27/2024,8,"LJ,KD"
LED,30,2,7/19/2024,7/27/2024,8,"LJ,KD"
LED,30,2,7/19/2024,7/27/2024,8,"LJ,KD"
LED,30,2,7/19/2024,7/27/2024,8,"LJ,KD"
LED,30,3,7/19/2024,7/27/2024,8,"LJ,KD"
LED,30,3,7/19/2024,7/27/2024,8,"LJ,KD"
LED,30,3,7/19/2024,7/27/2024,8,"LJ,KD"
LED,30,3,7/19/2024,7/27/2024,8,"LJ,KD"
LED,30,3,7/19/2024,7/27/2024,8,"LJ,KD"
LED,30,3,7/19/2024,7/27/2024,8,"LJ,KD"
LED,30,3,7/19/2024,7/27/2024,8,"LJ,KD"
LED,30,4,7/19/2024,7/27/2024,8,"LJ,KD"
LED,30,4,7/19/2024,7/27/2024,8,"LJ,KD"
LED,30,4,7/19/2024,7/27/2024,8,"LJ,KD"
LED,30,5,7/19/2024,7/27/2024,8,"LJ,KD"
LED,30,5,7/19/2024,7/27/2024,8,"LJ,KD"
LED,30,6,7/19/2024,7/27/2024,8,"LJ,KD"
LED,30,6,7/19/2024,7/27/2024,8,"LJ,KD"
LED,30,6,7/19/2024,7/27/2024,8,"LJ,KD"
LED,30,6,7/19/2024,7/27/2024,8,"LJ,KD"
LED,30,6,7/19/2024,7/27/2024,8,"LJ,KD"
LED,60,1,7/19/2024,7/27/2024,8,"LJ,KD"
LED,60,1,7/19/2024,7/27/2024,8,"LJ,KD"
LED,60,1,7/19/2024,7/27/2024,8,"LJ,KD"
LED,60,2,7/19/2024,7/27/2024,8,"LJ,KD"
LED,60,2,7/19/2024,7/27/2024,8,"LJ,KD"
LED,60,2,7/19/2024,7/27/2024,8,"LJ,KD"
LED,60,2,7/19/2024,7/27/2024,8,"LJ,KD"
LED,60,2,7/19/2024,7/27/2024,8,"LJ,KD"
LED,60,3,7/19/2024,7/27/2024,8,"LJ,KD"
LED,60,3,7/19/2024,7/27/2024,8,"LJ,KD"
LED,60,3,7/19/2024,7/27/2024,8,"LJ,KD"
LED,60,4,7/19/2024,7/27/2024,8,"LJ,KD"
LED,60,4,7/19/2024,7/27/2024,8,"LJ,KD"
LED,60,4,7/19/2024,7/27/2024,8,"LJ,KD"
LED,60,4,7/19/2024,7/27/2024,8,"LJ,KD"
LED,60,4,7/19/2024,7/27/2024,8,"LJ,KD"
LED,60,5,7/19/2024,7/27/2024,8,"LJ,KD"
LED,60,5,7/19/2024,7/27/2024,8,"LJ,KD"
LED,60,5,7/19/2024,7/27/2024,8,"LJ,KD"
LED,60,5,7/19/2024,7/27/2024,8,"LJ,KD"
LED,60,6,7/19/2024,7/27/2024,8,"LJ,KD"
LED,60,6,7/19/2024,7/27/2024,8,"LJ,KD"
LED,60,6,7/19/2024,7/27/2024,8,"LJ,KD"
LED,60,6,7/19/2024,7/27/2024,8,"LJ,KD"
LED,100,1,7/19/2024,7/27/2024,8,"LJ,KD"
LED,100,1,7/19/2024,7/27/2024,8,"LJ,KD"
LED,100,1,7/19/2024,7/27/2024,8,"LJ,KD"
LED,100,1,7/19/2024,7/27/2024,8,"LJ,KD"
LED,100,1,7/19/2024,7/27/2024,8,"LJ,KD"
LED,100,2,7/19/2024,7/27/2024,8,"LJ,KD"
LED,100,2,7/19/2024,7/27/2024,8,"LJ,KD"
LED,100,2,7/19/2024,7/27/2024,8,"LJ,KD"
LED,100,3,7/19/2024,7/27/2024,8,"LJ,KD"
LED,100,4,7/19/2024,7/27/2024,8,"LJ,KD"
LED,100,5,7/19/2024,7/27/2024,8,"LJ,KD"
LED,100,5,7/19/2024,7/27/2024,8,"LJ,KD"
LED,100,5,7/19/2024,7/27/2024,8,"LJ,KD"
LED,100,5,7/19/2024,7/27/2024,8,"LJ,KD"
LED,100,6,7/19/2024,7/27/2024,8,"LJ,KD"
LED,200,1,7/19/2024,7/27/2024,8,"LJ,KD"
LED,200,1,7/19/2024,7/27/2024,8,"LJ,KD"
LED,200,1,7/19/2024,7/27/2024,8,"LJ,KD"
LED,200,1,7/19/2024,7/27/2024,8,"LJ,KD"
LED,200,1,7/19/2024,7/27/2024,8,"LJ,KD"
LED,200,1,7/19/2024,7/27/2024,8,"LJ,KD"
LED,200,2,7/19/2024,7/27/2024,8,"LJ,KD"
LED,200,3,7/19/2024,7/27/2024,8,"LJ,KD"
LED,200,3,7/19/2024,7/27/2024,8,"LJ,KD"
LED,200,3,7/19/2024,7/27/2024,8,"LJ,KD"
LED,200,3,7/19/2024,7/27/2024,8,"LJ,KD"
LED,200,3,7/19/2024,7/27/2024,8,"LJ,KD"
LED,200,3,7/19/2024,7/27/2024,8,"LJ,KD"
LED,200,4,7/19/2024,7/27/2024,8,"LJ,KD"
LED,200,4,7/19/2024,7/27/2024,8,"LJ,KD"
LED,200,4,7/19/2024,7/27/2024,8,"LJ,KD"
LED,200,4,7/19/2024,7/27/2024,8,"LJ,KD"
LED,200,5,7/19/2024,7/27/2024,8,"LJ,KD"
LED,200,5,7/19/2024,7/27/2024,8,"LJ,KD"
LED,200,5,7/19/2024,7/27/2024,8,"LJ,KD"
LED,200,5,7/19/2024,7/27/2024,8,"LJ,KD"
LED,200,5,7/19/2024,7/27/2024,8,"LJ,KD"
LED,200,6,7/19/2024,7/27/2024,8,"LJ,KD"
LED,200,6,7/19/2024,7/27/2024,8,"LJ,KD"
LED,200,6,7/19/2024,7/27/2024,8,"LJ,KD"
LED,200,6,7/19/2024,7/27/2024,8,"LJ,KD"
LED,200,6,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,10,1,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,10,1,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,10,1,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,10,1,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,10,1,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,10,1,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,10,2,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,10,2,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,10,2,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,10,2,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,10,2,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,10,2,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,10,2,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,10,3,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,10,3,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,10,3,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,10,4,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,10,4,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,10,5,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,10,5,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,10,6,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,10,6,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,10,6,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,10,6,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,30,1,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,30,1,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,30,1,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,30,1,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,30,1,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,30,1,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,30,1,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,30,2,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,30,2,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,30,2,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,30,2,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,30,3,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,30,3,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,30,3,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,30,3,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,30,3,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,30,4,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,30,4,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,30,4,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,30,4,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,30,5,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,30,5,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,30,5,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,30,5,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,30,6,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,30,6,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,30,6,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,30,6,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,60,1,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,60,1,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,60,1,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,60,1,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,60,1,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,60,1,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,60,1,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,60,1,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,60,2,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,60,2,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,60,2,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,60,2,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,60,2,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,60,2,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,60,2,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,60,3,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,60,3,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,60,3,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,60,4,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,60,4,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,60,4,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,60,4,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,60,4,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,60,5,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,60,5,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,60,5,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,60,5,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,60,6,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,100,1,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,100,1,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,100,2,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,100,2,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,100,2,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,100,3,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,100,4,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,100,4,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,100,4,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,100,4,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,100,4,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,100,5,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,100,5,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,100,6,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,100,6,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,100,6,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,100,6,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,100,6,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,200,1,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,200,1,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,200,1,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,200,1,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,200,2,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,200,2,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,200,2,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,200,2,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,200,3,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,200,3,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,200,3,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,200,3,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,200,3,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,200,3,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,200,4,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,200,4,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,200,4,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,200,4,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,200,4,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,200,5,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,200,5,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,200,5,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,200,6,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,200,6,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,200,6,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,200,6,7/19/2024,7/27/2024,8,"LJ,KD"
HPS,200,6,7/19/2024,7/27/2024,8,"LJ,KD"
Control,0,1,7/19/2024,7/28/2024,9,"LJ,MU"
Control,0,1,7/19/2024,7/28/2024,9,"LJ,MU"
Control,0,1,7/19/2024,7/28/2024,9,"LJ,MU"
Control,0,1,7/19/2024,7/28/2024,9,"LJ,MU"
Control,0,1,7/19/2024,7/28/2024,9,"LJ,MU"
Control,0,2,7/19/2024,7/28/2024,9,"LJ,MU"
Control,0,2,7/19/2024,7/28/2024,9,"LJ,MU"
